rooftop_id,rooftop_name,dms_id,imei,times_went_to_dealer,times_went_to_other_repair_shops,days_since_last_visit,avg_spend_per_visit,appointment_no_show_rate,vehicle_age_years,service_visits_last_90d,retention_score
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353425832302410,5,1,23,186.07,0.058,2.9,2,84
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352615347355289,1,1,45,263.62,0.288,3.7,0,46
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356112233865596,2,3,105,118.57,0.191,1.5,1,39
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353099384253042,2,1,24,159.08,0.095,4.0,3,70
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358973179128685,2,0,25,151.94,0.121,0.3,1,60
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357872558777496,3,2,26,218.83,0.268,3.3,0,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359033373634669,6,2,53,93.95,0.08,2.8,1,83
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352548121478539,4,2,71,266.88,0.156,3.5,2,69
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350789567766575,3,0,83,213.71,0.24,3.0,2,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354602734151488,2,2,37,285.02,0.158,4.6,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358143111508353,2,0,34,177.57,0.151,6.3,3,71
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355444392840445,2,2,29,146.98,0.085,5.2,2,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356690782633373,4,2,67,219.43,0.186,7.1,1,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358987751536637,2,0,11,241.83,0.171,3.5,1,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357805292407553,5,0,41,137.13,0.037,5.1,2,84
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356668459090225,0,2,41,60.14,0.216,5.2,1,35
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359999663618637,1,2,75,70.42,0.296,6.8,1,21
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351597412182097,1,1,14,195.68,0.324,3.0,3,59
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350231643348170,5,3,79,272.41,0.122,6.1,1,44
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355802566212867,3,1,64,101.95,0.129,2.8,0,38
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351632346729949,1,1,151,163.66,0.27,3.4,2,40
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353874302716938,1,2,132,159.09,0.159,3.8,2,25
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355977790147546,2,1,100,295.23,0.11,5.4,5,63
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359263296762916,4,2,5,315.52,0.373,2.3,0,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350324841376815,1,1,16,205.47,0.048,2.6,4,80
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351185672438070,1,3,92,233.88,0.293,3.2,1,30
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351765636004125,5,4,40,232.21,0.108,4.6,2,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357771183727422,1,0,132,103.18,0.204,2.6,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350912418621042,2,2,49,221.91,0.138,5.0,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357523083708164,5,1,73,118.82,0.216,3.8,0,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357090063353310,2,1,70,169.71,0.162,5.8,1,42
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356005313122068,7,1,48,248.38,0.141,4.6,1,74
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351558393866133,2,2,93,184.86,0.174,8.0,1,40
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351552065063731,1,1,78,246.15,0.187,4.7,1,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354950136497189,1,2,17,257.96,0.112,2.1,1,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352419562525715,4,1,185,74.58,0.122,4.1,1,45
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350997683890309,2,1,16,49.34,0.284,4.5,5,83
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351436391025743,4,1,25,249.73,0.103,2.7,1,63
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352630397524508,8,1,72,252.14,0.131,7.5,2,79
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356403553380339,4,1,63,195.4,0.223,3.9,2,61
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356852701713023,2,2,82,203.53,0.252,3.2,1,48
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352129833816742,2,1,39,233.58,0.298,4.9,1,53
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353362934497347,2,1,66,232.46,0.097,2.7,1,58
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351566277689627,3,3,27,161.75,0.163,6.4,2,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350661498282467,3,1,49,237.35,0.209,6.0,2,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354746897152732,4,2,121,159.21,0.233,4.8,2,54
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353008576665674,2,1,15,194.61,0.069,5.7,2,65
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359160169236458,2,2,97,192.0,0.057,3.5,1,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357506633705024,4,3,41,128.43,0.061,1.5,0,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359724399201166,5,2,22,135.42,0.221,3.8,3,83
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359183626448869,4,1,23,314.05,0.192,3.5,2,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354611952436402,4,2,40,126.49,0.166,0.4,2,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357011686462252,3,1,100,202.2,0.052,2.4,1,65
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352372817932302,1,3,66,214.79,0.384,2.0,1,31
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353467912141614,4,0,14,176.75,0.182,2.4,0,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351509377100409,3,2,94,220.29,0.16,7.2,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350138069847759,1,1,83,199.74,0.19,5.5,1,36
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356555535669055,2,1,8,127.78,0.153,6.4,1,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351076209184357,2,1,21,212.21,0.101,5.5,0,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359786305050573,2,0,107,147.32,0.084,6.7,3,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359769156716493,2,2,48,284.44,0.22,4.6,1,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352898027148727,3,2,93,205.75,0.151,7.5,1,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351783332116025,3,1,3,137.99,0.205,2.0,0,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356434712871539,2,2,2,200.54,0.246,4.4,1,55
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359156686334141,1,2,76,124.51,0.245,2.5,3,53
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351159319525690,3,1,29,195.47,0.277,7.0,1,54
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354098366552899,8,3,79,166.46,0.182,5.3,1,65
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353160875243772,1,0,94,130.39,0.222,6.9,0,29
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359420954814973,5,0,30,129.63,0.33,1.7,1,73
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357460523302764,2,0,44,326.1,0.11,3.3,2,68
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352086567566184,4,0,37,185.48,0.074,0.9,1,70
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354386125904729,1,1,29,154.1,0.265,5.2,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352774233305912,1,0,56,143.7,0.265,3.6,3,53
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356620157201859,1,1,87,208.27,0.045,6.0,3,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356263013674926,5,0,25,141.69,0.138,4.6,0,69
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351764750111178,0,0,25,114.32,0.166,0.2,2,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353099974192676,5,0,30,178.06,0.28,1.2,3,98
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354921518260688,4,3,73,177.6,0.183,4.7,0,29
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358718981312920,1,3,94,154.98,0.091,5.4,2,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358751029321840,1,1,36,126.52,0.305,0.1,2,63
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351184582603408,2,1,6,156.54,0.266,4.3,1,48
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354872975859883,0,1,18,151.82,0.063,2.5,0,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351030324329839,2,3,34,143.5,0.383,2.3,3,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355429618446267,0,1,22,196.59,0.212,3.2,4,66
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351462831435989,3,3,14,313.57,0.267,4.7,0,40
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352625660931418,3,2,49,259.91,0.193,3.1,1,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351861515542340,4,0,215,296.52,0.192,0.5,2,69
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351636112849718,3,0,20,145.94,0.219,4.7,2,63
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355948491025625,5,2,57,280.48,0.242,3.8,0,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358896792408222,1,2,70,193.64,0.281,2.6,1,30
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356940539672757,3,0,74,239.18,0.182,3.9,0,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358446834146511,2,3,45,207.46,0.179,3.8,1,39
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351312901487068,0,3,15,159.4,0.115,4.6,1,36
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352778816093068,3,3,87,223.17,0.064,4.0,0,34
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355389097283215,5,2,9,209.1,0.257,4.8,1,58
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352850676251538,3,1,42,73.91,0.208,4.4,3,61
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351447443096348,1,0,38,172.55,0.283,6.1,0,40
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350797050975451,1,1,16,232.34,0.334,7.7,3,66
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350526501673188,3,0,30,196.65,0.113,4.5,2,68
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352617024376545,2,2,72,208.17,0.051,3.3,2,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356284177225605,1,1,42,134.91,0.124,1.6,0,47
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353134026650237,1,1,11,195.37,0.095,5.8,1,36
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354167872568621,2,1,80,174.22,0.349,2.7,2,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351022580305690,1,1,148,167.79,0.156,9.2,0,19
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356744716392823,3,1,13,139.24,0.505,10.1,1,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354143637189239,0,0,45,234.89,0.202,4.1,2,57
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352312604326093,2,0,46,200.73,0.224,1.2,2,66
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351066843356708,3,1,13,194.67,0.241,5.8,1,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356041454563502,3,1,110,303.05,0.035,8.7,2,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350005347491624,4,3,47,208.43,0.014,1.9,1,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357554110825559,4,2,89,252.03,0.089,8.3,1,40
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358953439611291,3,2,60,196.38,0.191,0.8,0,45
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350933711895473,3,1,107,158.81,0.154,1.6,2,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358202368485571,2,3,59,116.45,0.103,5.1,1,23
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356176880294240,2,2,33,194.48,0.243,6.5,4,65
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359036788127868,2,4,68,25.0,0.118,4.4,1,31
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356694320293908,4,0,23,196.35,0.048,5.4,1,71
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357884434481230,2,0,73,198.92,0.131,6.7,5,91
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358340242403381,4,0,20,166.95,0.088,6.9,1,70
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350595518426945,1,2,43,174.46,0.182,3.3,1,45
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350053424089164,3,1,37,104.93,0.087,2.8,0,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359837354396273,2,1,56,263.14,0.31,6.6,2,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356527172722397,4,1,119,159.76,0.238,5.4,3,58
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352404226931216,2,2,29,121.67,0.094,5.7,1,60
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353761820916601,1,2,85,212.68,0.06,3.2,2,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350023142900185,0,2,109,186.65,0.17,5.8,1,33
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351327972457230,4,2,83,158.5,0.074,2.3,1,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358481001841862,3,0,55,152.16,0.178,5.0,2,70
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350303662543617,2,1,53,179.66,0.054,4.7,2,58
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352131451951510,2,0,27,260.75,0.228,4.7,2,66
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359226859262494,7,1,10,208.17,0.303,6.1,0,61
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355147541022526,1,0,48,177.94,0.128,2.5,1,48
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357711964215226,1,1,116,231.15,0.073,5.9,0,28
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355576769523668,1,2,127,181.65,0.059,4.5,3,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357887883619689,2,0,12,204.09,0.221,2.9,1,60
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353135030587210,4,1,124,189.07,0.039,1.9,2,75
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355524728633302,2,2,71,215.39,0.126,8.3,3,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351260650191792,2,2,65,153.35,0.049,4.4,0,38
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350252131096227,3,3,115,111.64,0.038,3.8,1,30
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352847657041200,2,0,94,234.41,0.011,2.2,1,60
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359282066784984,0,1,19,270.3,0.21,6.7,2,45
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353624186236903,5,2,25,114.49,0.076,6.5,1,58
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356289177566205,2,1,8,190.76,0.106,6.1,1,66
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356341115950342,1,2,63,153.07,0.207,4.4,4,65
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358113904383034,3,2,22,233.0,0.178,6.0,1,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351990970051405,1,1,32,194.8,0.218,2.9,2,56
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354683565215681,3,4,106,379.65,0.121,4.9,2,42
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358209679042271,1,1,69,161.91,0.193,4.4,1,37
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351332288985725,1,1,71,272.24,0.317,5.0,1,43
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354596063399129,3,0,182,278.08,0.267,0.9,2,64
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357102481717524,2,0,1,212.02,0.209,8.2,2,65
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352149551127474,6,0,23,182.22,0.072,7.7,1,79
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357219705466927,3,0,37,185.69,0.195,2.2,2,75
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355895516874090,5,0,24,180.61,0.149,5.7,1,76
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353802146296136,1,2,89,248.0,0.107,1.5,2,52
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357157787112166,2,2,40,127.64,0.096,4.7,1,50
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,353651559737147,3,1,17,170.34,0.192,0.1,3,78
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350827235909605,2,1,59,163.07,0.121,3.9,0,44
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356730306442121,0,3,66,76.43,0.238,3.5,1,31
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,354614768342016,7,2,19,231.53,0.124,6.8,3,90
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355423567782659,1,0,42,243.78,0.264,7.8,0,41
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356089319925502,1,1,68,141.95,0.07,7.9,1,34
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,357275164807279,3,1,110,241.81,0.244,6.8,0,37
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351033682963533,7,3,26,84.98,0.252,4.7,0,59
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359055044817766,0,2,73,181.44,0.354,5.3,1,30
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355586851276528,1,1,30,172.42,0.107,5.3,3,72
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359286646491111,1,2,51,185.26,0.274,2.1,0,27
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350961798178904,5,6,20,184.95,0.278,6.8,1,26
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356337861371576,2,1,72,175.38,0.141,5.9,1,46
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356053844446306,2,1,98,156.73,0.114,6.0,2,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350002589552963,4,1,43,173.48,0.223,0.0,1,68
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358639609626265,2,0,39,261.79,0.125,5.4,0,51
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,358263128196482,1,0,36,145.28,0.37,6.5,2,53
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,355311060920981,2,3,15,315.32,0.093,4.5,1,42
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,359602752334383,2,0,82,141.89,0.252,3.5,0,38
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,356404120911791,4,1,108,194.4,0.073,1.8,1,63
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,351244211753617,0,3,25,214.27,0.198,1.6,1,35
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350617136657224,3,0,56,162.49,0.19,4.8,1,62
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,350299015579980,3,1,70,262.94,0.215,4.0,0,49
49dc2ce3-76ef-4d7b-90cb-699ecc8da8cc,Stephen Wade Nissan,DVD24884,352841390808823,1,2,30,212.71,0.174,4.0,2,47
